2024-04-26,user48,apple,9,101.43
2024-09-15,user64,banana,10,101.85
2024-07-17,user11,banana,10,116.11
2024-06-24,user50,cucumber,9,105.67
2024-05-02,user71,cucumber,2,107.51
2024-02-25,user22,kiwi,4,53.07
2024-07-30,user27,cucumber,8,118.47
2024-07-10,user89,apple,5,67.11
2024-01-21,user61,potato,6,58.55
2024-07-26,user53,banana,7,84.24
2024-02-08,user58,apple,6,111.06
2024-07-16,user18,kiwi,8,80.07
2024-07-19,user61,apple,8,114.56
2024-03-17,user11,kiwi,9,68.12
2024-01-21,user10,apple,6,115.31
2024-07-25,user58,potato,2,53.09
2024-03-28,user91,cucumber,3,88.62
2024-07-31,user14,apple,2,62.79
2024-06-11,user34,apple,9,110.2
2024-09-12,user77,potato,9,117.42
2024-06-22,user53,apple,2,55.37
2024-06-28,user50,apple,6,115.28
2024-03-20,user69,apple,4,110.07
2024-03-23,user78,potato,2,53.14
2024-03-10,user27,banana,9,80.78
2024-05-27,user36,apple,3,58.71
2024-03-03,user44,cucumber,6,106.58
2024-08-22,user33,banana,7,112.22
2024-07-03,user21,kiwi,2,51.98
2024-08-19,user71,kiwi,4,60.19
2024-05-16,user89,cucumber,10,74.2
2024-02-25,user98,kiwi,2,71.82
2024-09-08,user68,apple,7,90.57
2024-07-27,user45,cucumber,6,66.31
2024-05-30,user43,apple,7,86.44
2024-04-11,user63,banana,3,93.02
2024-02-12,user39,cucumber,10,54.81
2024-07-13,user56,cucumber,6,91.46
2024-01-30,user93,cucumber,3,63.32
2024-09-26,user27,potato,10,104.65
2024-09-03,user50,kiwi,1,84.39
2024-07-06,user55,banana,1,90.24
2024-10-10,user100,cucumber,4,99.74
2024-09-15,user30,cucumber,8,74.98
2024-10-03,user44,apple,7,86.12
2024-05-16,user82,kiwi,6,83.75
2024-06-16,user19,cucumber,10,62.34
2024-01-21,user38,kiwi,7,99.69
2024-07-11,user59,kiwi,2,71.59
2024-08-07,user82,potato,6,82.69
2024-01-13,user87,kiwi,7,93.81
2024-09-06,user65,kiwi,1,59.69
2024-08-19,user71,apple,1,54.72
2024-08-09,user49,banana,7,54.73
2024-04-23,user77,kiwi,1,114.05
2024-07-20,user71,banana,9,116.77
2024-09-30,user23,apple,3,81.6
2024-07-02,user85,apple,5,119.07
2024-06-15,user24,cucumber,6,83.25
2024-04-18,user46,kiwi,2,109.62
2024-01-22,user41,kiwi,1,57.25
2024-08-15,user39,potato,3,64.45
2024-05-08,user65,kiwi,8,119.37
2024-09-09,user16,apple,9,88.21
2024-06-13,user28,banana,3,84.7
2024-09-16,user36,banana,3,96.49
2024-02-22,user84,kiwi,3,66.91
2024-09-29,user85,apple,9,88.95
2024-02-28,user22,potato,3,63.65
2024-02-18,user29,cucumber,4,107.18
2024-10-01,user76,kiwi,4,110.67
2024-08-29,user26,apple,7,57.25
2024-03-12,user21,apple,7,95.19
2024-09-15,user88,potato,3,58.09
2024-03-13,user45,apple,6,119.76
2024-06-04,user82,cucumber,5,110.0
2024-03-22,user76,potato,5,51.1
2024-03-11,user33,kiwi,4,88.47
2024-08-13,user77,potato,3,97.63
2024-05-28,user83,kiwi,2,93.53
2024-09-04,user43,banana,6,103.31
2024-07-16,user76,apple,3,77.74
2024-01-28,user42,cucumber,5,100.67
2024-02-23,user94,apple,3,78.39
2024-06-11,user84,cucumber,8,81.89
2024-02-03,user87,kiwi,7,99.59
2024-01-28,user10,kiwi,5,91.1
2024-08-15,user13,kiwi,5,67.47
2024-06-13,user55,potato,7,75.14
2024-01-08,user24,potato,9,50.58
2024-02-24,user87,apple,5,65.98
2024-06-28,user65,potato,10,76.8
2024-08-05,user45,apple,1,69.86
2024-08-09,user56,apple,7,77.11
2024-06-09,user35,cucumber,8,51.12
2024-01-20,user36,kiwi,5,61.51
2024-10-10,user53,potato,2,88.71
2024-04-01,user14,cucumber,3,116.21
2024-09-13,user50,potato,2,70.38
2024-04-21,user69,cucumber,4,111.51
2024-07-19,user47,cucumber,6,117.6
2024-01-14,user55,cucumber,2,99.06
2024-04-18,user70,cucumber,10,105.24
2024-07-29,user47,kiwi,3,64.15
2024-01-21,user49,banana,3,111.0
2024-03-24,user96,cucumber,9,102.2
2024-01-28,user34,apple,7,114.34
2024-06-16,user20,cucumber,9,117.28
2024-08-27,user50,potato,1,91.15
2024-02-07,user28,potato,2,107.04
2024-01-28,user71,apple,7,71.26
2024-06-30,user66,banana,6,91.22
2024-02-15,user56,banana,9,107.82
2024-07-15,user77,banana,10,64.58
2024-03-13,user27,banana,5,57.11
2024-08-30,user61,kiwi,6,74.2
2024-03-01,user31,banana,3,96.28
2024-08-10,user69,kiwi,3,55.76
2024-03-04,user57,potato,9,68.01
2024-08-16,user38,apple,1,64.62
2024-02-16,user65,banana,2,76.64
2024-02-28,user85,kiwi,1,66.66
2024-01-13,user44,kiwi,1,68.33
2024-07-03,user24,banana,5,92.08
2024-08-15,user63,cucumber,4,91.28
2024-06-28,user54,kiwi,5,56.31
2024-06-10,user20,kiwi,1,107.02
2024-10-10,user56,kiwi,2,95.47
2024-03-22,user45,banana,2,115.12
2024-05-21,user17,kiwi,2,71.0
2024-08-29,user50,banana,4,59.96
2024-05-09,user97,kiwi,3,101.0
2024-02-17,user91,cucumber,2,67.33
2024-09-20,user97,potato,6,104.95
2024-07-04,user59,cucumber,8,103.39
2024-06-27,user50,kiwi,5,110.21
2024-10-03,user88,potato,1,62.45
2024-10-03,user11,kiwi,10,75.55
2024-04-04,user63,potato,1,60.26
2024-02-12,user13,apple,9,89.85
2024-03-29,user59,banana,4,64.69
2024-09-23,user53,potato,8,50.46
2024-09-24,user84,apple,6,111.36
2024-06-02,user40,cucumber,6,74.39
2024-09-26,user77,cucumber,1,85.68
2024-03-05,user91,kiwi,4,80.94
2024-04-07,user83,potato,7,56.09
2024-06-30,user31,kiwi,5,64.34
2024-06-17,user52,cucumber,2,86.65
2024-05-23,user26,potato,9,61.31
2024-04-27,user44,potato,4,81.11
2024-02-24,user37,kiwi,10,52.97
2024-06-06,user44,banana,5,95.7
2024-06-28,user76,kiwi,7,105.17
2024-02-08,user38,cucumber,1,50.87
2024-04-13,user27,potato,9,53.06
2024-09-14,user71,apple,5,61.52
2024-02-29,user78,potato,1,71.73
2024-04-12,user49,cucumber,8,79.43
2024-01-06,user54,cucumber,1,93.3
2024-08-03,user84,kiwi,2,96.97
2024-05-11,user82,apple,7,57.07
2024-03-16,user67,potato,10,88.91
2024-07-23,user76,kiwi,7,69.27
2024-03-04,user38,cucumber,8,57.7
2024-04-21,user50,cucumber,3,76.14
2024-07-10,user24,apple,6,54.5
2024-03-01,user78,kiwi,3,63.8
2024-01-26,user41,banana,1,68.15
2024-01-08,user66,cucumber,10,65.53
2024-04-03,user93,potato,7,52.69
2024-09-19,user52,cucumber,3,53.11
2024-06-01,user70,potato,4,89.25
2024-07-18,user91,banana,3,65.77
2024-03-28,user56,kiwi,9,114.69
2024-02-07,user48,banana,1,104.3
2024-05-10,user37,potato,8,94.66
2024-07-23,user79,banana,7,82.57
2024-07-09,user87,apple,1,107.5
2024-08-23,user36,kiwi,4,68.4
2024-08-24,user36,cucumber,10,112.67
2024-07-14,user75,cucumber,8,69.88
2024-02-29,user84,banana,2,82.23
2024-03-27,user64,potato,2,92.95
2024-09-02,user19,kiwi,9,82.83
2024-08-17,user86,banana,6,82.13
2024-02-18,user59,kiwi,7,51.79
2024-03-27,user70,apple,3,64.83
2024-01-15,user63,kiwi,5,70.37
2024-07-16,user31,banana,1,90.17
2024-08-06,user28,apple,3,108.26
2024-03-08,user100,cucumber,4,88.43
2024-02-23,user86,potato,8,67.47
2024-01-21,user14,kiwi,8,112.2
2024-09-26,user66,kiwi,5,98.79
2024-02-27,user96,potato,8,102.04
2024-09-26,user65,apple,3,65.6
2024-06-18,user52,apple,8,89.44
2024-02-28,user12,banana,4,95.34
2024-06-24,user40,apple,1,114.59
2024-09-11,user89,potato,9,109.98
2024-05-16,user87,cucumber,6,113.03
2024-08-09,user57,kiwi,4,97.71
2024-05-12,user43,cucumber,10,58.11
2024-06-26,user64,potato,6,107.04
2024-06-10,user69,kiwi,1,74.1
2024-05-18,user36,banana,6,95.0
2024-04-09,user21,potato,3,81.1
2024-08-09,user47,potato,10,97.66
2024-08-19,user17,banana,7,83.4
2024-09-08,user48,cucumber,5,94.95
2024-06-06,user22,cucumber,3,107.71
2024-08-27,user75,kiwi,3,82.03
2024-01-22,user25,banana,7,67.87
2024-07-01,user14,banana,3,63.4
2024-05-27,user41,kiwi,10,100.03
2024-03-31,user66,cucumber,9,98.03
2024-10-05,user63,potato,2,76.33
2024-07-11,user55,apple,9,114.7
2024-07-23,user68,cucumber,10,72.16
2024-05-14,user13,potato,8,111.92
2024-05-09,user13,cucumber,8,82.4
2024-06-19,user82,kiwi,4,114.27
2024-04-25,user25,potato,4,87.93
2024-05-14,user63,banana,4,57.07
2024-03-09,user75,apple,4,75.58
2024-09-28,user42,potato,6,114.18
2024-07-07,user74,kiwi,1,115.97
2024-01-30,user17,cucumber,5,92.1
2024-05-29,user24,potato,2,103.94
2024-10-05,user62,potato,10,59.94
2024-01-12,user39,banana,5,84.64
2024-05-16,user66,apple,7,116.95
2024-05-26,user12,cucumber,5,112.54
2024-08-08,user70,apple,9,86.58
2024-09-23,user25,cucumber,9,67.46
2024-05-19,user56,banana,5,87.25
2024-07-16,user91,cucumber,4,60.38
2024-09-07,user38,cucumber,10,116.03
2024-09-29,user14,cucumber,7,57.36
2024-07-02,user29,cucumber,8,52.45
2024-03-07,user52,banana,7,56.22
2024-05-12,user52,apple,5,65.9
2024-02-18,user21,apple,7,76.91
2024-08-02,user42,cucumber,4,79.3
2024-08-16,user36,apple,7,74.6
2024-01-10,user35,potato,4,61.61
2024-03-25,user74,kiwi,1,79.65
2024-05-27,user29,kiwi,5,99.52
2024-04-06,user33,apple,7,118.52
2024-08-02,user89,cucumber,5,51.95
2024-03-18,user55,kiwi,5,63.23
2024-01-27,user29,apple,10,119.84
2024-02-15,user88,banana,8,72.69
2024-08-07,user33,cucumber,1,116.65
2024-10-01,user18,banana,5,76.09
2024-08-26,user48,apple,5,61.42
2024-07-17,user91,apple,9,70.98
2024-02-05,user62,banana,5,98.72
2024-02-03,user52,potato,8,109.95
2024-08-04,user64,kiwi,4,113.77
2024-03-01,user56,apple,8,59.4
2024-04-04,user59,apple,4,63.75
2024-01-03,user65,kiwi,2,113.93
2024-08-19,user81,banana,7,81.54
2024-09-29,user90,apple,10,106.2
2024-06-26,user73,apple,5,99.42
2024-02-08,user88,potato,4,69.13
2024-09-23,user73,potato,3,83.11
2024-05-14,user37,potato,4,103.17
2024-09-06,user15,kiwi,9,99.73
2024-02-07,user69,apple,6,81.4
2024-01-24,user71,banana,7,53.82
2024-01-05,user82,potato,2,100.57
2024-08-15,user96,apple,4,94.66
2024-07-20,user72,banana,1,63.08
2024-02-02,user50,cucumber,2,87.16
2024-05-20,user78,potato,6,75.2
2024-08-06,user66,banana,2,64.41
2024-05-16,user72,apple,1,90.54
2024-05-09,user65,banana,4,69.27
2024-01-07,user88,apple,5,99.24
2024-08-23,user38,cucumber,1,116.86
2024-03-15,user80,banana,1,71.61
2024-05-14,user54,cucumber,3,54.03
2024-01-15,user36,cucumber,4,61.81
2024-08-18,user73,banana,5,108.93
2024-09-25,user68,apple,2,105.06
2024-04-30,user12,apple,5,53.99
2024-09-20,user86,apple,5,104.92
2024-05-17,user51,potato,7,67.92
2024-08-31,user42,apple,2,114.98
2024-10-06,user97,kiwi,10,111.29
2024-01-22,user82,potato,5,57.46
2024-04-06,user78,kiwi,6,107.22
2024-02-14,user100,cucumber,7,73.57
2024-06-27,user40,potato,8,69.18
2024-08-12,user86,kiwi,2,116.3
2024-05-02,user53,banana,4,93.74
2024-05-30,user56,kiwi,4,86.0
2024-08-21,user83,apple,2,90.18
2024-06-11,user10,cucumber,5,64.67
2024-01-15,user87,banana,7,118.58
2024-03-21,user39,apple,1,93.05
2024-06-27,user82,apple,5,73.6
2024-02-04,user68,kiwi,9,53.86
2024-03-29,user39,banana,9,117.8
2024-08-12,user56,cucumber,7,67.49
2024-04-28,user84,potato,1,116.57
2024-05-08,user91,apple,4,65.8
2024-08-20,user73,apple,3,70.09
2024-03-04,user51,apple,1,53.13
2024-02-17,user12,kiwi,10,66.34
2024-02-14,user49,banana,7,94.0
2024-04-13,user44,apple,1,94.59
2024-08-25,user34,banana,2,62.08
2024-06-04,user48,kiwi,10,101.03
2024-04-24,user63,apple,10,57.5
2024-03-18,user19,kiwi,10,66.55
2024-07-07,user60,potato,1,87.57
2024-06-15,user16,apple,1,73.37
2024-03-08,user88,kiwi,7,90.13
2024-03-08,user73,potato,10,64.44
2024-01-15,user83,cucumber,6,82.17
2024-03-08,user67,kiwi,9,80.9
2024-10-05,user37,cucumber,4,112.34
2024-07-23,user81,potato,3,64.94
2024-06-21,user17,banana,6,85.76
2024-07-30,user27,kiwi,10,95.98
2024-05-06,user89,potato,7,119.44
2024-05-07,user65,apple,7,89.38
2024-03-04,user43,banana,10,64.54
2024-01-03,user18,apple,7,87.39
2024-07-14,user50,kiwi,8,96.94
2024-05-03,user75,potato,1,98.01
2024-06-19,user60,kiwi,3,89.48
2024-08-28,user13,apple,2,118.92
2024-05-22,user28,banana,10,88.28
2024-01-10,user73,apple,4,86.75
2024-04-01,user61,kiwi,9,61.47
2024-07-09,user93,potato,8,84.44
2024-03-02,user87,apple,1,105.28
2024-01-21,user88,cucumber,1,117.19
2024-03-05,user80,potato,5,100.05
2024-02-12,user59,kiwi,6,59.94
2024-09-14,user47,potato,10,99.87
2024-05-07,user93,banana,10,55.47
2024-09-10,user44,apple,9,66.25
2024-01-29,user61,apple,8,65.45
2024-08-30,user34,potato,8,103.89
2024-07-04,user78,cucumber,3,102.75
2024-01-18,user21,potato,5,90.49
2024-06-02,user31,apple,8,58.74
2024-09-28,user40,potato,1,61.3
2024-04-07,user18,banana,1,91.33
